BlockTime,BirdeyeLatency,BitqueryLatency
1771496415,,2870
1771496416,,3205
1771496418,,2281
1771496419,,3105
1771496420,,3311
1771496421,,2570
1771496426,1314,2559
1771496422,,2891
1771496423,,2927
1771496424,,3313
1771496430,2201,3165
1771496426,,2888
1771496429,,2008
1771496434,2098,2870
1771496430,,3302
1771496431,,2867
1771496432,,2560
1771496433,,2512
1771496434,,3088
1771496435,,2603
1771496439,2337,4052
1771496436,,3220
1771496437,,3393
1771496439,,4082
1771496440,,3556
1771496443,,3572
1771496449,2001,2523
1771496445,,3401
1771496446,,2591
1771496451,2400,3237
1771496447,,3086
1771496448,,2343
1771496449,,2694
1771496450,,3341
1771496451,,3369
1771496456,1651,3073
1771496452,,3010
1771496457,2416,3749
1771496453,,3001
1771496458,1994,3507
1771496459,1525,2822
1771496456,,3340
1771496457,,3908
1771496458,,3693
1771496464,2225,2829
1771496459,,2995
1771496465,1945,3018
1771496461,,3036
1771496462,,3383
1771496463,,3425
1771496464,,3012
1771496470,1487,2812
1771496465,,3201
1771496467,,3159
1771496470,,2814
1771496475,1813,2872
1771496471,,3441
1771496476,2554,3072
1771496477,2231,2706
1771496472,,3362
1771496473,,2093
1771496474,,3479
1771496475,,2873
1771496479,1438,2997
1771496480,1957,3318
1771496476,,3418
1771496477,,2789
1771496478,,2693
1771496479,,3023
1771496480,,3507
1771496481,,2455
1771496485,,2625
1771496487,,3093
1771496488,,2691
1771496490,,2776
1771496491,,2456
1771496493,,2894
1771496499,2183,2485
1771496500,2537,3255
1771496497,,3100
1771496499,,2491
1771496500,,3341
1771496501,,2698
1771496504,,3551
1771496505,,3391
1771496506,,3086
1771496507,,3149
1771496510,,2454
1771496511,,3859
1771496512,,3251
1771496513,,2794
1771496514,,3389
1771496515,,2900
1771496516,,3003
1771496517,,3813
1771496518,,3860
1771496519,,3412
1771496521,,3329
1771496523,,2627
1771496525,,2922
1771496529,,3027
1771496530,,3271
1771496531,,2973
1771496533,,3451
1771496535,,3967
1771496537,,3542
1771496538,,3610
1771496540,,2956
1771496541,,3025
1771496542,,2843
1771496543,,2930
1771496545,,2550
1771496546,,3144
1771496547,,4170
1771496548,,3893
1771496551,,2393
1771496552,,2737
1771496553,,3250
1771496554,,2762
1771496555,,1865
1771496556,,2553
1771496557,,2656
1771496558,,3026
1771496561,,2718
1771496563,,2151
1771496565,,2226
1771496566,,3423
1771496567,,3177
1771496569,,2804
1771496570,,3313
1771496572,,2908
1771496578,1672,2946
1771496573,,3196
1771496579,1536,2314
1771496504,73160,
1771496529,48856,
1771496530,47856,
1771496531,46856,
1771496546,32001,
1771496553,25001,
1771496554,24001,
1771496563,15001,
1771496569,9002,
1771496575,,4106
1771496576,,3657
1771496577,,2948
1771496582,2370,2559
1771496578,,3023
1771496579,,2591
1771496580,,3068
1771496581,,2167
1771496582,,2699
1771496583,,2473
1771496584,,3398
1771496588,,2821
1771496589,,4355
1771496590,,3627
1771496591,,3288
1771496593,,3278
1771496594,,3055
1771496595,,3091
1771496596,,3184
1771496597,,2618
1771496598,,2692
1771496599,,3471
1771496600,,3157
1771496601,,2987
1771496602,,3522
1771496603,,2881
1771496605,,3366
1771496607,,4052
1771496612,2447,3444
1771496613,1783,2969
1771496608,,3717
1771496616,1774,2494
1771496610,,4167
1771496611,,3505
1771496612,,3457
1771496613,,2979
1771496617,2528,3238
1771496614,,2401
1771496619,1703,2253
1771496615,,3295
1771496616,,2628
1771496617,,3428
1771496618,,3219
1771496619,,2496
1771496625,2187,2508
1771496626,1996,2256
1771496623,,2304
1771496628,2306,2097
1771496624,,3362
1771496625,,3075
1771496626,,2821
1771496630,2087,3672
1771496627,,2641
1771496628,,2431
1771496630,,3899
1771496631,,3342
1771496639,1350,2627
1771496634,,3414
1771496635,,3818
1771496636,,3285
1771496637,,2794
1771496638,,2587
1771496639,,2850
1771496640,,2636
1771496641,,3192
1771496643,,2820
1771496646,,3237
1771496652,1711,2551
1771496648,,3237
1771496649,,2930
1771496651,,2782
1771496652,,2686
1771496653,,3180
1771496655,,3713
1771496656,,3445
1771496658,,3025
1771496660,,2873
1771496661,,3636
1771496662,7931,4073
1771496667,2931,2872
1771496667,2932,2980
1771496663,,3843
1771496665,,2580
1771496666,,2933
1771496661,8778,
1771496667,,3268
1771496668,,3059
1771496669,,2680
1771496671,,3464
1771496673,,1995
1771496674,,3486
1771496675,,3281
1771496680,2016,3353
1771496676,,3413
1771496677,,3274
1771496678,,3390
1771496679,,2218
1771496680,,3654
1771496681,,2913
1771496686,2086,3256
1771496684,,3739
1771496685,,3691
1771496686,,3435
1771496692,2305,3066
1771496687,,3388
1771496689,,2481
1771496690,,3034
1771496691,,3977
1771496692,,3181
1771496693,,3147
1771496695,,2956
1771496700,2248,2561
1771496696,,3407
1771496698,,2656
1771496699,,3027
1771496700,,2750
1771496701,,2460
1771496705,1831,3612
1771496702,,3025
1771496703,,2851
1771496708,2073,2979
1771496704,,3689
1771496705,,3676
1771496706,,3459
1771496708,,3082
1771496713,1988,2675
1771496717,1616,2423
1771496713,,2713
1771496714,,2428
1771496715,,3159
1771496720,2523,2842
1771496716,,2878
1771496717,,2438
1771496718,,3169
1771496719,,2957
1771496720,,3194
1771496721,,3819
1771496722,,3042
1771496727,1892,2470
1771496723,,3630
1771496724,,2975
1771496725,,2838
1771496727,,2488
1771496730,3400,4673
1771496728,,3445
1771496734,1411,3179
1771496729,,4475
1771496731,2918,
1771496730,,4965
1771496737,2203,2312
1771496732,,3198
1771496733,,4107
1771496734,,3595
1771496735,,2910
1771496736,,2566
1771496737,,2381
1771496741,,2559
1771496742,,2777
1771496743,,3371
1771496744,,3964
1771496745,,3213
1771496746,,2882
1771496747,,2498
1771496748,,2669
1771496751,,2995
1771496752,,2414
1771496753,,2449
1771496754,,3421
1771496755,,3926
1771496756,,3840
1771496757,,3624
1771496758,,3313
1771496759,,2510
1771496760,,3283
1771496766,2106,2979
1771496767,1955,2868
1771496763,,4157
1771496765,,2529
1771496766,,3177
1771496767,,2869
1771496771,2355,3294
1771496768,,3872
1771496769,,3231
1771496770,,2961
1771496771,,3295
1771496775,2436,4390
1771496772,,3527
1771496775,,4697
1771496776,,4407
1771496777,,3517
1771496778,,3175
1771496783,1945,3012
1771496779,,2858
1771496784,2098,3069
1771496780,,2736
1771496781,,2690
1771496782,,2829
1771496783,,3097
1771496784,,3210
1771496787,,3182
1771496788,,4393
1771496789,,3515
1771496790,,2891
1771496791,,3350
1771496792,,2814
1771496793,,3397
1771496794,,3056
1771496795,,2559
1771496796,,2870
1771496797,,3109
1771496800,,3010
1771496801,,2944
1771496802,,3398
1771496804,,2766
1771496808,2211,4025
1771496803,,4640
1771496805,,2969
1771496806,,3095
1771496807,,2787
1771496808,,4173
1771496809,,2797
1771496810,,3646
1771496811,,3409
1771496812,,2663
1771496813,,3777
1771496814,,4064
1771496816,,3558
1771496817,,3365
1771496818,,2895
1771496819,,2885
1771496821,,3666
1771496822,,2574
1771496823,,2285
1771496828,1716,2615
1771496824,,3280
1771496825,,2647
1771496827,,2532
1771496828,,2749
1771496833,2129,2910
1771496830,,3356
1771496837,1669,2051
1771496831,,4119
1771496832,,3166
1771496833,,2959
1771496834,,2375
1771496835,,1986
1771496836,,2593
1771496837,,2084
1771496839,,2767
1771496840,,2935
1771496845,2232,2307
1771496841,,2517
1771496842,,3304
1771496843,,2698
1771496844,,2980
1771496845,,2485
1771496846,,2387
1771496849,,2986
1771496853,1865,3611
1771496850,,2799
1771496851,,3681
1771496852,,3328
1771496853,,3708
1771496854,,2708
1771496855,,2576
1771496856,,2409
1771496861,1539,2946
1771496857,,2961
1771496863,2158,2386
1771496858,,3931
1771496859,,3111
1771496864,1532,3556
1771496861,,2960
1771496863,,2447
1771496864,,4179
1771496865,,3550
1771496866,,2901
1771496867,,2443
1771496868,,3268
1771496870,,3138
1771496871,,3024
1771496872,,3857
1771496873,,3115
1771496874,,3326
1771496875,,3541
1771496877,,2203
1771496878,,2718
1771496883,1953,2534
1771496879,,2769
1771496880,,3132
1771496881,,2225
1771496885,1549,2382
1771496883,,2680
1771496885,,2403
1771496890,,2856
1771496895,1944,2943
1771496891,,2667
1771496892,,2763
1771496895,,2950
1771496900,1441,2900
1771496901,2564,3273
1771496897,,2969
1771496898,,2388
1771496899,,2977
1771496900,,3915
1771496901,,3279
1771496902,,3264
1771496903,,2562
1771496905,,2360
1771496906,,3978
1771496912,2427,2427
1771496909,,3568
1771496910,,3410
1771496912,,2457
1771496913,,2731
1771496915,,2608
1771496916,,3338
1771496919,,2463
1771496920,,2749
1771496921,,3076
1771496923,,2335
1771496924,,2636
1771496925,,2617
1771496930,1506,2861
1771496926,,2995
1771496927,,2900
1771496928,,3506
1771496929,,3359
1771496931,,3341
1771496932,,2849
1771496934,,3086
1771496935,,2953
1771496937,,3440
1771496938,,3226
1771496939,,2512
1771496940,,3329
1771496941,,3382
1771496943,,4240
1771496944,,4140
1771496946,,3552
1771496947,,3438
1771496948,,2831
1771496949,,2902
1771496950,,2682
1771496951,,3092
1771496953,,3261
1771496954,,3192
1771496956,,2663
1771496958,,3426
1771496959,,2780
1771496961,,3472
1771496963,,2143
1771496964,,3298
1771496965,,3128
1771496966,,2439
1771496967,,3103
1771496968,,2850
1771496969,,2576
1771496971,,2492
1771496973,,2859
1771496974,,2383
1771496975,,2404
1771496978,,2348
1771496980,,2736
1771496985,2117,2563
1771496981,,2883
1771496986,1290,2854
1771496983,,3362
1771496984,,2737
1771496985,,2569
1771496991,2156,2346
1771496986,,2953
1771496987,,2915
1771496988,,2453
1771496994,1898,2718
1771496990,,2653
1771496991,,2400
1771496992,,3476
1771496993,,2649
1771496994,,2719
1771496995,,2818
1771496996,,3033
1771496998,,2857
1771496999,,1693
1771497000,,3118
1771497001,,2868
1771497003,,3104
1771497007,1838,3611
1771497010,1197,2415
1771497004,,3533
1771497006,,3864
1771497007,,3632
1771497008,,3477
1771497009,,2930
1771497010,,2743
1771497011,,2924
1771497012,,2689
1771497013,,2961
1771497014,,2582
1771497016,,2435
1771497020,1460,2609
1771497017,,2257
1771497018,,2901
1771497019,,2361
1771497023,2567,2969
1771497020,,2789
1771497021,,2399
1771497022,,2786
1771497023,,2970
1771497024,,3263
1771497025,,3129
1771497026,,2986
1771497029,1718,5267
1771497028,,2835
1771497029,,5267
1771497031,,3858
1771497033,,2341
1771497032,,4287
1771497034,,3812
1771497035,,2824
1771497040,2611,3194
1771497041,1913,2538
1771497036,,3606
1771497038,,3747
1771497039,,3430
1771497040,,3359
1771497041,,2583
1771497047,2662,3273
1771497043,,3012
1771497045,,2474
1771497051,1993,3400
1771497047,,3321
1771497046,,4917
1771497050,,3087
1771497051,,3401
1771497057,2118,3311
1771497052,,3581
1771497053,,3113
1771497055,,3403
1771497056,,3428
1771497057,,3385
1771497058,,3007
1771497063,2601,3190
1771497059,,3306
1771497060,,2802
1771497061,,4141
1771497062,,4083
1771497063,,3229
1771497064,,3114
1771497065,,2791
1771497066,,3046
1771497067,,3150
1771497068,,2511
1771497069,,2900
1771497071,,3637
1771497072,2636,
1771497073,,2445
1771497074,,2807
1771497075,,2677
1771497077,,2936
1771497082,2255,2650
1771497078,,3359
1771497079,,3006
1771497080,,2400
1771497082,,2650
1771497083,,1844
1771497084,,3175
1771497085,,2611
1771497086,,2147
1771497087,,3111
1771497088,,2379
1771497092,2016,3519
1771497089,,3745
1771497090,,3073
1771497091,,3933
1771497092,,3621
1771497093,,3244
1771497094,,2648
1771497095,,3029
1771497097,,2381
1771497098,,2783
1771497100,,3040
1771497105,2860,2908
1771497101,,2815
1771497102,,2343
1771497103,,2595
1771497104,,2195
1771497107,2427,3815
1771497093,14039,
1771497098,9859,
1771497100,7859,
1771497105,,2992
1771497106,,3499
1771497107,,5881
1771497109,,3883
1771497110,,3135
1771497112,,2417
1771497113,,3127
1771497114,,3387
1771497115,,3178
1771497116,,3170
1771497117,,2635
1771497119,,2278
1771497120,,3320
1771497121,,3232
1771497122,,2737
1771497123,,2112
1771497124,,3267
1771497128,2476,3786
1771497125,,3453
1771497126,,2742
1771497127,,3643
1771497128,,3793
1771497129,,3251
1771497130,,2908
1771497131,,2705
1771497132,,3189
1771497137,1972,2754
1771497138,1549,2897
1771497134,,2804
1771497135,,3422
1771497137,,2816
1771497138,,3000
1771497140,,3023
1771497141,,2333
1771497143,,2982
1771497144,,3487
1771497145,,3662
1771497146,,3332
1771497152,3527,3857
1771497152,,3968
1771497155,,2818
1771497156,,2806
1771497157,,3234
1771497158,,2952
1771497159,,3451
1771497164,1854,3295
1771497160,,3882
1771497161,,3160
1771497162,,3179
1771497168,1436,2680
1771497163,,3874
1771497164,,3756
1771497165,,3365
1771497167,,2617
1771497168,,2731
1771497170,,2813
1771497175,2012,3029
1771497172,,3701
1771497174,,3198
1771497175,,3187
1771497177,,3406
1771497178,,3557
1771497179,,2860
1771497180,,2706
1771497181,,3093
1771497183,,3273
1771497184,,2993
1771497185,,4115
1771497186,,3773
1771497187,,3014
1771497188,,3196
1771497189,,2917
1771497191,,4213
1771497192,,3213
1771497194,,2918
1771497195,,2468
1771497197,,3050
1771497199,,2599
1771497201,,3068
1771497202,,3620
1771497204,,2791
1771497206,,3531
1771497207,,3105
1771497208,,3472
1771497209,,3347
1771497210,,3580
1771497211,,3432
1771497212,,3255
1771497213,,3790
1771497214,,4516
1771497216,,3661
1771497221,2149,3439
1771497218,,4320
1771497219,,3321
1771497221,,3463
1771497222,,4337
1771497223,,3377
1771497224,,2937
1771497225,,2903
1771497226,,3346
1771497227,,3401
1771497228,,3304
1771497234,2794,3451
1771497229,,3685
1771497233,,3145
1771497235,,2427
1771497236,,2294
1771497237,,2261
1771497239,,3011
1771497244,1998,3263
1771497240,,3782
1771497241,,2860
1771497242,,2847
1771497243,,2345
1771497244,,3363
1771497246,,2869
1771497247,,2960
1771497248,,3621
1771497249,,2811
1771497250,,2642
1771497251,,2645
1771497252,,2959
1771497253,,3208
1771497254,,2701
1771497255,,2648
1771497256,,2749
1771497263,1545,2414
1771497258,,3103
1771497259,,3306
1771497263,,3377
1771497264,,2563
1771497268,2740,3551
1771497265,,3207
1771497266,,3338
1771497267,,3727
1771497268,,3676
1771497270,,2968
1771497271,,2214
1771497272,,2363
1771497273,,2744
1771497274,,3229
1771497275,,3206
1771497277,,3026
1771497281,,2168
1771497282,,3085
1771497283,,2430
1771497284,,2958
1771497285,,2892
1771497286,,2558
1771497287,,3008
1771497288,,3232
1771497289,,2773
1771497299,1618,2026
1771497295,,3307
1771497303,1737,2454
1771497298,,2938
1771497299,,2181
1771497300,,4205
1771497302,,3255
1771497303,,2522
1771497309,1582,2646
1771497304,,2939
1771497307,,2761
1771497309,,2680
1771497311,,2632
1771497312,,3511
1771497313,,2220
1771497314,,2554
1771497315,,1893
1771497316,,3267
1771497317,,2832
1771497319,,2397
1771497320,,3263
1771497321,,3616
1771497322,,2616
1771497323,,2799
1771497324,,2640
1771497325,,2558
1771497326,,3321
1771497327,,2688
1771497329,,2779
1771497330,2806,
1771497331,,3532
1771497333,,2568
1771497337,1777,2953
1771497334,,3058
1771497339,3490,2903
1771497335,,2963
1771497336,,2875
1771497337,,3608
1771497338,,2978
1771497339,,3663
1771497340,,2881
1771497341,,2640
1771497347,1739,3490
1771497343,,3969
1771497344,,3478
1771497348,2498,4134
1771497349,1763,3316
1771497345,,2919
1771497350,2258,3327
1771497346,,3289
1771497347,,3778
1771497352,1483,2952
1771497353,2190,3137
1771497348,,4341
1771497349,,3424
1771497354,2136,3025
1771497350,,3409
1771497351,,2621
1771497352,,2952
1771497353,,3137
1771497355,,3772
1771497356,,3202
1771497358,,2956
1771497360,,3772
1771497361,,2750
1771497362,,2764
1771497363,,2642
1771497364,,2665
1771497365,,2895
1771497370,3031,3633
1771497366,,3966
1771497367,,4113
1771497368,,3390
1771497369,,4388
1771497370,,3633
1771497373,,3761
1771497376,,2952
1771497378,,3134
1771497379,,4349
1771497381,,2874
1771497382,,3828
1771497384,,3351
1771497385,,2983
1771497387,,3743
1771497389,,4239
1771497391,,3096
1771497392,,2926
1771497393,,3815
1771497395,,2586
1771497396,,3039
1771497401,1983,2943
1771497402,1971,2445
1771497397,,4087
1771497398,,3088
1771497400,,3086
1771497401,,3073
1771497402,,2489
1771497403,,2252
1771497405,,2854
1771497406,,2597
1771497407,,2482
1771497408,,2919
1771497409,,2358
1771497410,,2555
1771497411,,2276
1771497416,2206,2801
1771497413,,2772
1771497414,,2758
1771497415,,3188
1771497416,,2937
1771497417,,2330
1771497423,1804,2183
1771497419,,3064
1771497420,,3122
1771497421,,2202
1771497425,2786,3992
1771497423,,2332
1771497429,2432,2951
1771497425,,4286
1771497426,,3439
1771497428,,2697
1771497429,,3042
1771497430,,2893
1771497431,,3094
1771497432,,2651
1771497436,2154,3455
1771497433,,2461
1771497434,,3287
1771497439,2346,3434
1771497435,,3737
1771497436,,3506
1771497438,,3341
1771497439,,3435
1771497440,,3093
1771497441,,2939
1771497442,,3379
1771497443,,2634
1771497444,,3402
1771497445,,3110
1771497446,,3255
1771497448,,3857
1771497449,,3352
1771497450,,3811
1771497452,,3256
1771497453,,2943
1771497455,,3331
1771497456,,3967
1771497449,12026,
1771497458,,3016
1771497460,,2957
1771497461,,2937
1771497462,,3209
1771497463,,2526
1771497464,,2725
1771497468,3233,3540
1771497465,,3295
1771497466,,2620
1771497468,,3541
1771497470,,2989
1771497472,1707,
1771497471,,3451
1771497473,,3556
1771497474,,3903
1771497475,,3019
1771497476,,3170
1771497477,,3223
1771497478,,2595
1771497479,,2869
1771497480,,3663
1771497482,,2644
1771497483,,3174
1771497487,2371,4029
1771497488,2059,3536
1771497484,,3715
1771497485,,3843
1771497491,1650,2941
1771497486,,4471
1771497487,,4134
1771497488,,3732
1771497494,1438,2624
1771497489,,3429
1771497490,,2634
1771497491,,3130
1771497492,,2964
1771497493,,3297
1771497494,,3004
1771497495,,2741
1771497499,2239,3079
1771497496,,2629
1771497499,,3251
1771497508,,3408
1771497509,,3450
1771497511,,2762
1771497512,,2753
1771497513,,3220
1771497514,,2344
1771497519,1753,2572
1771497515,,2466
1771497517,,3486
1771497519,,2965
1771497520,,2788
1771497522,,2746
1771497523,,2842
1771497524,,2102
1771497525,,2641
1771497526,,3860
1771497527,,2854
1771497528,,2521
1771497532,3800,2675
1771497529,,3075
1771497530,,2620
1771497524,11657,
1771497533,,3670
1771497534,,2949
1771497535,,3133
1771497536,,3113
1771497537,,2582
1771497538,,2533
1771497539,,2824
1771497540,,3526
1771497541,,2903
1771497544,2904,4157
1771497542,,3299
1771497543,,3305
1771497547,5164,3201
1771497544,,4205
1771497545,,4173
1771497546,,3669
1771497548,,3790
1771497553,2042,3816
1771497549,,3075
1771497551,,3136
1771497552,,2655
1771497553,,4034
1771497554,,3528
1771497555,,3287
1771497557,,2998
1771497558,,2932
1771497559,,3554
1771497560,,3184
1771497561,,2545
1771497563,,3272
1771497564,,3167
1771497565,,3739
1771497567,,2541
1771497568,,3830
1771497569,,3196
1771497570,,3411
1771497576,1998,3013
1771497571,,4065
1771497572,,3902
1771497573,,3694
1771497575,,3537
1771497576,,3256
1771497579,,3029
1771497580,,3213
1771497581,,2594
1771497582,,2806
1771497583,,2634
1771497584,,2802
1771497585,,3378
1771497586,,2748
1771497587,,2912
1771497589,,2786
1771497594,1381,3895
1771497593,,3797
1771497594,,3935
1771497600,2232,2862
1771497595,,3922
1771497596,,3477
1771497597,,2572
1771497598,,3110
1771497599,,3032
1771497600,,2898
1771497601,,2873
1771497602,,3429
1771497603,,3810
1771497608,,2560
1771497614,1980,2821
1771497609,,3828
1771497611,,3387
1771497613,,2323
1771497614,,2952
1771497618,1997,3246
1771497615,,2346
1771497619,1631,3445
1771497616,,2687
1771497617,,2865
1771497618,,3625
1771497623,1882,3774
1771497619,,3487
1771497621,,2823
1771497626,2190,2951
1771497622,,4596
1771497623,,3790
1771497624,,3154
1771497625,,3344
1771497626,,3270
1771497628,,3427
1771497629,,2723
1771497630,,2559
1771497634,1867,3498
1771497631,,3164
1771497632,,2902
1771497633,,2405
1771497634,,4236
1771497635,,3214
1771497636,,3393
1771497637,,2701
1771497638,,3182
1771497639,,2690
1771497644,1736,2576
1771497640,,3188
1771497641,,3323
1771497642,,3507
1771497648,1713,2657
1771497643,,3279
1771497644,,3004
1771497645,,2656
1771497647,,3123
1771497648,,2719
1771497649,,3582
1771497650,,2769
1771497651,,2187
1771497652,,2462
1771497653,,2226
1771497654,,2657
1771497655,,3212
1771497657,,2543
1771497658,,3753
1771497660,,3053
1771497661,,2696
1771497662,,2767
1771497663,,2738
1771497664,,2566
1771497665,,2207
1771497666,,2758
1771497667,,2190
1771497669,,2688
1771497670,,3198
1771497673,,3031
1771497674,,3559
1771497675,,3526
1771497676,,2631
1771497677,,2770
1771497678,,3085
1771497679,,3461
1771497680,,3610
1771497683,,2861
1771497685,,3628
1771497686,,3376
1771497687,,2845
1771497691,2045,3908
1771497688,,3628
1771497689,,3130
1771497690,,3264
1771497691,,4100
1771497692,,3134
1771497693,,2959
1771497694,,3217
1771497695,,2619
1771497697,,3177
1771497698,,2541
1771497699,,3365
1771497700,,2812
1771497701,,3115
1771497702,,3232
1771497703,,2968
1771497704,,3103
1771497705,,2150
1771497709,2123,3463
1771497707,,2462
1771497708,,2952
1771497709,,3507
1771497710,,2702
1771497711,,2430
1771497712,,2995
1771497713,,2604
