TokenAddress,Birdeye,Bitquery
61RQaat2zZujgq2uU4sAuxQodvmukRAVvg5MmjrfzjGv3SzNnh7GJfjGy4PF6sn92nVLM8gpCcL55DvB14QcKhwA,true,true
4Z3eEnEqC4wDwtVspTFeEaqLZM5WnhBCov7UYQZtFnrgAH4ikaA7Aft7sJ8djZ5SoYmxuA1s3too2S7usScbGHrR,true,true
5VmS5D3qWc8SgfR3F1km8ttuHnV3P86Mdn2PxvfKS94p732nnEDCeSbUV4eRQTCa7WUwY9TUPbFqY6Pj9cnehZcj,true,
67SS4mHfSwWsyLSXv3PuKiDPRBNTRQBKzQRMThAYoztFNLpzrEZqncSBfE9V5JRz9tcUMi98NZ8Ez6fwMq44HDyV,true,
3bQSnLGPg6XfgKCyzrFVXbzhXFKkpeBwEoY9ZCH29xCsnxMXaEQdpLYXSNczd9A9qGP5JR3pvZkFULU1SnWxqqx5,true,
3HrfNFVYgYSw42Fh6r6dt4YdrQ7yRxqRkrg8pjuaG9wHbnjwfMamDEKVTdARJY2mXwWSJa1eoFredTUMCkCKMAFs,true,
49MwoNRPJwGDvk5kHRsYYTxNg9EYbxJ15ANLR5Dq1xb1wXV91xy6vVaNpfPEdYmZFstLeNiCHTxCNTV1qvfBALQZ,true,
4AcbCDGvZrFKQBvqMtJgqtry2RpykAcbja7bFiagwhG2sugLEGsfGnxaDv6CsGKpPUy54hTtvXUjou53YcsotuQi,true,
3f5yMW5P6FP5XdtWcdq3pKc2462RRtJHsSzBPHt8FdtmkZVzoQSdCeQKgHxWMRUugGHsDFwHorgoLQXxdEuAo7ar,true,
3dvQvrBbVths5oobSjdYofc3ML6XNud4JufkRNTQ9jkHeJU1zKzZ8FKgwYHjvCxHLXftq1n1q95jnK1KAgfwpsB5,true,
2iXAgD8utnmiM3tpw9dYF6gGhyZyr9ZBFrKYBvHNhXN1qN3JC4ojHyXzX4thHRu4a4Vthum1Qon3zoVChrXvXd5L,true,
5faGkSfajAmU5HH9DQCL364ekQ5yuBDXgyJonZUPKtn68EbVxUT5HwU64TtKYtPujQk3zfRCcWEF7ah2jUEc4Ymj,true,
PMBqz9Hr95WNk8xYeweB5t5jv4mwDwN84YVPekxCgBRxQCaREt6dp9sTjKDBbJmceadSh7kzRS8r8rPge4kwjQk,true,
3jUfQLTnZ49NYVvjTt3UDUTm4YA8BG3jhrPy86xhMgee6SWH2W85SoZAa5ZSt5moUDc5z9uHjZ38Lngx6rFok2NE,true,true
y211JQXE11z6kgkuUCtBgfjasgx5nE9pjQrNYKEQb4M3Zc6ver8oHyyyd2cCmg3TVnFzrM7xd7NHkAF5aUya2Tu,true,true
4W2cRyrapSxAsAr8XUWg2nAAbJqDqHUSsN9BqwrWypfFm9HuWeoSohCNdJFxY6VEzwDD1NmpVgCoMvh7Tsr8Co27,true,
5VF7aYSnnoazgwqXmHsL3WszFwa6FwKPme6Yex3DzSRAVQUfsnT6qSGYqym3Xd6HPiCt4KqSau4Do83hxyzpDmgL,true,true
2Lquj1P7wdwJYFepJozp2JsrSvvHxKUDxeVPNS1UoEDtLowaijFpP2R6A3twBgjksjVw4d8PGukWpDnLVt4XFwtm,true,
2BQjntMtrbyCZyM3N6PQDC2ej529uSQkdrcSBB1XRgmDVB79zF1cq6Pybi7dmkB8pzzcKUoYPFrYMKtDkMbcqd7t,true,true
2yxzYUX3FkdQhcUyVvr7iy94R5P17wUSZJ9hj5Q1ox2CAzkLutb5GLAdXh1YJtxPgkuZFjNCus8dxLVbkRFYLHGt,true,true
4fk4LZLvehpkKLXT3C2mBemjgAueFbCaYMRP1KL9eq2bzCF481bgG6rsd4FD6corh7YFG45YcDypbk73YKNEg819,true,
4G5GVhVzEBev6P3cWC8riZjHGj5LNCv671Kz5tRubx2do5bwXtTB2NEi22wMShrjhnmNtTeXuLnbZSEawf6Vc39P,true,
KJ798jzyfrsounS1WbLVJdxfhufP79u8Eb6mCmHzCT6SPYf3NdvEXGYPDD5LYY99w4Wo5bEEg7aL9haDZDQbyuS,true,
5eFRme3fDUR5MMMaYF25dEqg9q9cXWPkNcsjZXFHLbDkBFW5miJUSS26Zfj1FWFApH6sCvoobGht2v8CByP96JjV,true,true
5oauhPgU1CimnoySTNcPcxg9Wee9RjhiFuCPFGE3fg9KDim8SuAk9tLtuGoGPRfh72H75sdeQ62CU5t5K9veQbF9,true,
3aTqzprR25d8PHwKUpgnRMGGU6MJceZ7SLs4ujSXCr3226r6GeLWjQPiAPMydiikWEpC2s3Py6LiHoBLxxxhy5t3,true,
vTPJ4xTJvTz5kQ3SwKdmkWB5R9WhWAd538x4jXqiX3a5eMngy3WAKXarPSHtgpd2RP55mtDgyu3fSLMtu45tRgs,true,
2sUqZ7mYtv1LqZf14HDegqH2u6fDuZhV7psYnF1saLkVgcthMwrnBa6Su6m1X5ydH4CvCAvpcruqBzoArHNCGyBu,true,true
4AH5QT286mFo2fefbjx4EL2tUsGvAoRGufdo4oCeeymu15pvRJY9YkZsGW9SJkNYpG5KFGMvFc2SwFxjVYVABdex,true,true
3fTQRmLxThDMRWBELmBVaccqCi4dbrsqRQB5W9T7T6nWAtj12t6nZ4mupfWrMGVta1rTogz49w6LCmbS9EjJqXfb,true,
3o3oZ34qDSaN5vGbGSMy92s1kNTNFPX7uy3yuecBmfLAzPKsnhNQyjwFrPBQfkyk1c6s4c3oZu4C1ffr1vegGAxe,true,true
yCXTZkmVNorJGdpPYewMf27p62PU3VUw6NfiwecuVh27ASLDV3w1ZUTwNHxkaPyMwbZySeinm2sG6WhNKGCveGJ,true,true
2qj63CTB5DBmL2JRbrxw7zxpiJNKCLt2K5gXJMxHvzUF8rqU1D59CKnkh3MZ6sVywJcqzBSrGT4t4Xd9VRfiYCZG,true,
3ywcCCZWPBDQ81araqCUaY7FqKfWWmL3ijQMWb112bgiHUbNz2sam3VxmvR8ydx28WdW4xqJxTLikQp4rjjSe1sY,true,true
5SqdMNUR5AwDtBPJqMxkDWPiEniwyELo4uGxXrt9kNVkBh3cU7fCgqADDzKB5mPn5q7cozFfThWSpwQ45NgTRAyN,true,
5L9Yees4iBQaEva6jsgNcJL6SYYuJZe1suDUxGsxKaPVSjrSPWScbTzy5ATS7HmeSqt8iKVB9sBLbvcQGUGzywC9,true,
3Sr4ddLQy8kKL6udZUXTsk9Z1BjsZGjEDczXqE9QFHpLmGozqrTHYpsjFkUx7SbHWr9ujojS71N4twZWEAtyfuas,true,true
5L5EvVh59wJjSEUhfxxs8F3RAyqz8YPz2vD6infVQ3XRZB3w5sgkStDEFj1DEgGd2jtpK1eakT74LufSFitNWtbk,true,true
4s4rYW7JfwzhvcyMrvGrsh7ZRmUWPkhzfhMCa9y8GVqHWnRPhzDLZGUhjyomcMo2pRoSvXeFQqShGNqwg4mr38bv,true,true
BY6UX2257N9p8W2AaUGvt7XpoHkQo1FdB3WLJtrXz2jDdc8PJyanoF7R2jfS2nYF7osR4vbYQrzWKFYxqjjcFYj,true,true
ybjaA16pSqKRXPBBLQCh1u3dHyYQQkkjpvya7M2iNewMyP2tdu6Gr4j9ufBNWYbgriYduf3GG25cub4ZhtcEP4k,true,
2vRjXf3FEi24zNseGp9gnAgsPeHC194gUpJuaApZnd7bbsBcDapaG4biP3UQKQB4P4zbdthy7mxt7HWjpRjYAAHF,true,
4WqLGzPHcRdaBNC1xzztNKT7VSqgZbzYRMi5DzLiJiiyy2KXR9LHZwgSsLkhzfvKSPG6zPFnpjLexcMrPEmYba2d,true,true
2n198WTCpGt2s1235XJB9gfrkAsSnhuM4xz1WtPLWoJ9wjVudiNDnQTuipJCyA9p4bUxcyAc2DjjpZS6J3q2bfB8,true,
2mniujQ5vX6B91tfT5aFdCiwQfxAgqsh1NxNcfJ7txGPfiYXqYszmsB4gq1ienB137rGV8XyhEvEpJixiXbP4MPW,true,true
59e73MuHWdtPTPb8HizcSXpc9bwc5v38219ZEjc6a5onafJYboxJAPQySvmkeQYyzVxkSCyg2n6J8dWhkdsfmDLC,true,
3FwUvxc3KAww8FhvfyVKfoitrBEnYmcCKCUvmGjEunbvqYHMavWViZYP98BnA2tgrLWxwcUEaXA7X4iU6KLiHpsn,true,true
3J4AYkej8X3foGjzmEjYepq2x8SiEUSoQe3og9DXfjoDytajAZzd4Lfx9RV2FhYU7huAMtsMZqv7ETzEc2kN2rgq,true,true
3t59XDEn7Jcf1YrDAToyZwudB7V4wfASkVV2JYgEaK5Aswt6fhvTeng8ScaVp3hY2Duee13uWzGLDmHyEUZVAnR,true,
35oit5mTBVkvY6TaM4sefy3Ar1kr2AM8v567U7qSV6e1PVD2DkWo8ZK7Pt4nVBqQXzVG1E4dY1TSN3CzutNy8N84,true,
5HBurVzpedur92fyy4MWV1uLHLHsw368VaderAxoFhAMxtYNYaGHbv3ZA1y71mDnW1pTjc9EcjEpJ2o4nMs9Geho,true,true
X3TexUpBwJL1udAnHxtjd55Hp3g1MXo1JQpLLgAL8WHiuhmwRcRgNHwj23Rmm1yWPHrsUmarbsQKPotyiXv5WJj,true,true
iV1AW8gqCNtBnTYUPRk3AeY9q7tKjRXZDrFoSHrSWrpm7wseBprCBR7BspdjCE6pxMBknHMARvQr3Q2hmrqDD4f,true,true
3C1VZCZ2PKjw9uML6hDJ9sxqmwqwht7LdnQmfwvNZWNTAzXjGSnpwRqt3EfEtDk4SA5Bm1zz63tU8BYRy8h8RVd1,true,
2BVd3J7Zq5k9vZWY6cTuXoWcEAQQp1GCfseQQHtTqn3ZCTi1yPr7BaPYCmRFw7f3SVyBQr7tTDppr9rs1n7Qt4L,true,true
2JiC6Rw3C6R7XysfUQ9dJieeSG78fZLJArQRNo6L3c6oxKmy9GvpepL44xVBQvnWxnFtc4kFnxEt3ZV5XkgfNtmN,true,
KYyPaeJU6YtYcF7zfXNa6aMTizBT2F5mYbbKbjKhaw78ZfgkswLXCzwjL8PstJx3Z37AfXcYwS1EvLhB3J5ndVt,true,
kNxRwDAxwfEt2pVpYef51uuwmR7Dt9Qv8JztTFYtUFSKBFHujZ8crEb3Zh5BpVrEAmF9xkmNp67bCRyWFtZ2EYg,true,
3PmV9pvCF6dnEJpKvsFgbP45tjxNz2x73AWvNSFz2YmB6raGWhq6GwayZwegE5g61kjs2fv3Dxti8i8zjWMAF2Qj,true,true
4y69RJLh7nPXnNUuvFsdypz3TAGu2iJNkgvzqfpsxL4bc3d1RwjcCCpfNaRytZJ1yVDhCnKHJUgLnacYG3ukUS1R,true,
5EYafo1KBX2EkSUA4GVavvJY5wJW2hJYo5sdz86GJSR7Q119CdWSFi4LMHguJtCvQdQbXpB8VF9HvqXo9V6ss1JY,true,true
RwDomX6jVaLkuVXhNCcW5MHvJCysVt1VqDCnuP7MQs4LC3QUPPgZyKSYKNYVWjwxysEx6JDmnocEtgwENhDcmyo,true,
22p8vmtnoE1MyMoCuSuzjgusQWh21HwbqE6Lwg9RJPT1VtLLJo4eZkXmj3JjxSWTU3qemefJ17QwWAcu8eEN2jbE,true,true
3pH5JD542VLSdnPUpRVkFCF3MCZG1evkbqHGWtb7fqzDxbL7UN6REBaWtsHh2tmioJ1eVeLJQSMcKPa8woTDdKBb,true,true
3QDVZYjxavMDH3aTjzeaGAu76nJXj5sATzTgo1eZdYbDneFwjXqSMZwQUrNyRbkdqTAVeQsMYamkKnrKAXeAuZD1,true,
42Sdfq371Aq2huQfHntYTiYokNi4vfnb7gD2J2HpkWoSm5Mj1ppJsz1Nkk3gWmZZmNMJjFrjYS2GR7FmyQhJ3Bsp,true,
4pHutFyRqEorrExUV1Qz3UeLf9vobhsegRu155EJNQd5u9ettGcTYw6JMptq4GzvhExu43b8QgSw1pkgvDxmfb8Z,true,
5DuadjCFhcjdj8vhagxiC3Pu8znCb27MduPYATj3vHPhchjK3151q7uikGq9pWLpcdfkYaZ4y3AfPigftGZGBemQ,true,true
f7kgu2fJNZz9iFduL4k61kRfegSAWyKcYvUgH1cymBUgVdVh5zPvCVBYhCHwEZCuxAKJyrKsH85jq9Kb3RvbG8p,true,
2r7BCcGaPRL8Usanz2Zs5RVhHLtyEC1gErKNKSvP1bschKwXmJJffR84mSWzdndkPv9Xpfqs4F5JdhYo1k1ENsYg,true,
3erjhHJsEuJ3XAanBwH7ESkVxCDAdMikgrk8ZVzoAEpX4v2FUU1Vh95cwrdLudu67qRCVaMkEHkSPbtf4py7fU3y,true,
3tok5KwomQSSjyY5jSMm83VQKVLLoZhvfha4X7tq21APQVw6uJ5YpumBD9vBpD5Wyh3zsPofJFbgNTyBermjzNUu,true,
RrSH9nY9QzDxRJUUmk5sbD1uGEk2GdHcgj4ocsFsKv1cd6Ek5EjibbiGKgZX7zBPCf8sK4kHAb2NhEB8T9PanF7,true,
5dmbDB6pJ6DRWgUFw983KVgSJwEv7x6Ut9eX7SRqovANSsQr3i22yUsVg4EVqZ3pQYwJLptXRHxJoFQdE5YF43aM,true,
5PfFfi1t8N7epMXmZckbk3KAJCenxLAdntsgYZCCkHnkaLvg2WvfLmC5QnbyPQM1vJVCLnpa1FjWnqM4KSJzr9ba,true,
29ra3vwX8KBFu96f8zp2tBvobg67gG3L563bEA8uFdXbKKFZK18n3RDDynU2RxLPdX9Lkmm5GBGAFCPiNcwnbUzw,true,true
MazHGEV1KQAdkiWQVFgkV3AoHe7hfd7Usj36XdbALgQU9YnZozRP3quhacDk7W5x371TknRnbH62vizfTfKFhSi,true,
dTMBkNvYi7eRNwkGMwjmMrG5WHHLwA2TpiVt7a4cNZC1hqWZ8NMj97mEtBrkvjcgddSd5GCuXCe1tou7pN2Fty7,true,true
1HUdGcN3YbLDhdhNehQhtoSesLVkWtPPKfbDBzGPxg7hZyeQkJpN2etKKyAsTsDNydfUyVBx3CKtPZgboApSo3X,true,
5TxJnS45rCYCUzS8cqc9rCPHYS3H7sK2F9FcShz8j44eaAYk51FwetAUJPN3mGktsnTsicNT5FYGxFcnE4Kxibu,true,
5Buf6QBke6WkqodgGuuVVzWyEje1UHTBfManL8vxji3zVsimMwfZKp55D4cbiEnVVM1nvyMby5iJQ4ZojGMA1hog,true,
3CiXDjRvjaZzQnoYmzuYPd4yvE8KwY3coW4Pp8TraSj6JMvAtwn3RUzGz8jp7yNz2Q5a6QiEPoxm2UTyNQGMqSAZ,true,
27uZghPtrUz9pfrDBdfj3rng3fec82fN9aqXT3UegewZ57Vgo21JN1yfjHsXWmLKkAEg5xQpzEWxBiSFFVKeYKEh,true,
3hZ4HyhyyAWrWii7eN7xe8nKJgrqNMJkhTEqWWDsxLtWfUWVzd9kryGr1Rv6nF1np53wXXLYxna4rVeTxgTzcVM6,true,
4zGPjq8yLEDCPtkQpKG6xm48WcyAFoYTJ9b4GGREbbcJu6TJMzSdJPDQ4hssMizzWayqbckvLKQpR5a71cdKq7Fa,true,true
4k9KXq9b9M8m7NUW2Ay7wCDs76yUSpSoQt7TZCx5NLyEJsfmJ8UdL1iFmyjRddds9WZPEZbnuV1sKzDPXMc2gx2B,true,true
2bHh28Aq9zuGjZqizucz7B68J3rEU2xBBushBzhFJz5kA2HL5byBRmYS6KN88kW6JLQt1DupemFPS5LY4dTENfgA,true,
3aPjChvznwqYB4y5aUoHxnSv9U8CzPHYTicja56RGmLwPJ5uFeQ6zLm1KWAbDBFr9kjrKqsnY2fmSpWBUntmWvpE,true,
35TvjRwjVy66x1mfXrazBw7u4TqYr4aZAM1smhQHmJMfv5PSEQAX4gUjS4a6ohWxBdYJnYDVT6tx78taGcZT5zsx,true,true
5ELn58eD4T2f9EZGMffUYgcNFd3CAEztLStPnxf6pM4dLQ2rQVPZtrZWcqqu5v59rkwq1HKnieeaLe2QTdzW4yn7,true,true
2uEwwrRYmhXAUFEVgyTU8z69ikstD8JCWXds5wNRwkEdDT39fV3reQaMjkmHZ2MkeAg2F5Vv3f1dyZ3hp6X9EfHG,true,
3WcFGFYtq4EGskZCSCoidtF8SQ7YFBPJph8uz247dRkfM8tfkLp7UsysBKXp6KZniddXvtxyTqnCKQ3uVmndxg3Y,true,true
yaJDLXkvLzuAYT3dEUDPHcrus1b8Vq5eXymRqjZHDtfhKDceoWvN62BXaLRvSqjiDxGsngvkdXcoKJw6hz4jzhD,true,true
2xiSucpzrF84LkBTsShXYhdb2BP8drgtvuB958yZWqN6eGoJ6BXz4p9D7v7A7RgQbPBMF8qrmmdmDnUWYamWS34K,true,true
2Epeda3KbrZhzZziypHM3dmpr5ooJ2Jje6HRq6VvXaBgMiTjmv4BLobMJgune5Zj5yjsk9fWb4X7wQ2FFQ7HAoMc,true,true
3K1nf6BToxJM1RsCC5CpWBhcYbrtBLnHrvHg2mssjHszP4aQZUM7BuuJsxKnRAkaiQYjWMPG4JeZEY9oauPohcyE,true,true
54pPyDUdg71R9SMipbkPHVFhgJH3qmo6zm17ZA2LoSKSxqot5vsRb9Jg3hGXpEtuYL4VSkuZmoXshEsGpJeZnofG,true,true
2T984rPdeNVLYNqufmNTtHbJuMAgjz2Qx7wYKyvz23xRqHvn7CzYv57S9rn7k3fccQ6nMnGHJxzwpjkA3yGmY3bD,true,true
3Xu28jgHjg2kdH9eSsw5uzcYFdV2GbGmZHKASQ5XrtfSebgeBSscHvdq4vpeyzbg62q97J6e4yYayChdX49Dq1Y6,true,
5dJXGxrVps9LNzsLbAK6iaGCXzew2hDJpBVQrEiKPnCQmEFGBMnY2mKY6FnFGnKpzqNAr5itxj6a1jigNDsYpyYU,true,true
NYCDQYxmz3bHm9K3CVgVECPs9bWXZmzPbdn7T5efQK6jkfQB2bHkJ5BJZ7Zxz9JaMnaNX4eWzqBpMcwo3r6ipet,true,true
XCfLcercDFoCwzWqzh7J39bLUdGU4y1tLgPQr2pbR17KW3Qt2p7jivfJAytB86CeTUDWpR7pVfwVYPFGbeguAPH,true,
2iksEKNUQRPoNfiT7mioZyHiP58ozTHGACtBCSF7qTFuuHvXLoXy5zN1QKHD9wbeFVwiiKBfVAoSkHh6WjHz22Ye,true,
3bM5pvUFisyRgSGUAAFPbmtbhMiGhuXtKj42kw2pQ5uBoiDaLrMzqJzmqUkK2TCxjsZdEKzQfsfub3wDdnuKnDG4,true,true
LqdqzCYzRRfhzU6ALw4FpJJUdjteB7SLbUAPgYR7tjCf3x31eQ2JSL8rMtciDGMMn6PGEYrJxESfgfENxS6s9J9,true,
2VUBLCVg2B25R21H79zWKXqaJs2NSfWySZVxGbDPKsC2MKwcKWgzYh18QgScRDXvNXF3pGFMuLZ66SwPNk9xXWCN,true,true
4FaMVeMTt2PKZYUGJqqcHtv6tG7gqX4UhSgWDz9PmNeMyWrZ1EsVWdXEmCtDMUTWf4XQ8DtT5tvBcZWET4tqK6kY,true,
3pehUKaVdiFLQgkvDfsZLoUF6zpKyNSp5tXZ9Xtpqxzd2hUvRcnVR7opHhmcrL9PcMERVrxiKZ2ZvJHbxP8RHsoq,true,true
FQtQ9g89DFnpEZX4mFkY3szVvononPwncjnFr3p6JFFdEyPYJ7FbsHEMF9rRiwSKoqhHtgUKwWf2MSLEmTSzX3X,true,true
4J5qeeoj5YM55euzAczHe3scjH8pwWzaSJAv7dGrqX2U8vsQPvS2q3C7S4qGuWgZV1He96BCA2VrBXUpxGHgQVSb,true,
3UfBfVjFfUKcCQBs2tDYBpptvzkBUbno4pu9o76LKxG6VCpCZ6WohPjQovxg73s4kW3kk6DHuMXEcUJnMRvavW36,true,true
3ZshEXpGeahNtDUKaqbXG8jMQTqCA8X3CwGFcUNsUGrmFG5gZVpHqH8eMesLsFxRgL3xWoJ6YuLwfNdhsRSx1KQu,true,
4WReTUFa1izpSEnPABE1D6JfAwRn8BWT7Xfh8Hq44axyTXs5XVqxqUE1ZSMfJniTh3ue2uh4wcU1xfWRh8vemhZS,true,true
34bCKPPhnUnNp4ZNWnY971XdYixQyUgKH221Tkn1Hj9fMSfx4FLDUtXU9EBsYEDJcZ4oV6RupEgpFqsX9AcVu7UC,true,true
4fkU6qB1aG9YFkVcVJ5uv4UGrHkW8jjt5AKRVqXGVjy7Y2fvxXTykTdvkeY6jw5Tpo8SJgZdR2KdxjNGRpxjW5KN,true,
mxrG3HBNtz5rct7XQoh2fVknfNpBcc5eVebJTnYTdBPsMDfkPwVj6tNpdXmfsNL9hZXJiP29YZPmEEkFUfqbSfQ,true,
Z3YKTsYRzbwG824FtxUPp3MxLFCtmuhNd8awa2e77kWvvabpkAZTGfgj6vnD2X99kmMj1Y5nfvj5H1JokVwmz3D,true,true
kuctLEK28ct2UAuNHSj2Q4DRDuFEPtpdFy8EuF5vTVgKFyp7T7NXFRFW9k4zXcnw5YLCczgHzUTdB5JbuKBmn5L,true,true
4U8F6wZ2pqHzpSUu28qPtXwVkd8AkEarj43sEFqAQoV4F3dEtD11BL6KXDthkNVjaWipNGi6adtWKyxmc92DY6xj,true,
5Myknf47hGC4XxQr2FaZ5t5yXHueZg8evESKRLdQQAxnQtU2XoYPGL4qqnZhejXLQZ4Mhm3YmzBmcj6UGrB9oPhh,true,true
4ca2PzBhNfWXUGVEDV5KtCdBENrJdnjnjxQUShRicfyuLjenHQoDP4oiXnAjpn1RVCw1aY5THN4NgHWg1iPVmNLi,true,
3cLKbRSjPU16Gq1JndeDLNPavKXqwFW8KbuU76TuuwEtMSV9Lmktr2ZbSczPnDgjAgQhy63CeRuV4MDqzjdEp1Fr,true,
VNKQMkmvGCqyB4DQVQS5GWC7asFVCCCmfHe6MGFwXnAV7AZQeEqvYP8aw2Qv2fnDxguZzgJqbEkoiUsPufWo82L,true,
mtqhmcDkJLkKmfCw3TQsrDks3J4WKD1ym7GyfywGgku9tiTCw2AUnroJgwqYzmBPK4jJK69KAeMNkdwAHzv6BQp,true,
3uZAmNb6AoJN2Dx8NeuSHkydun9x4bTb8hmG3aUvVv6rxLTVqa9WEFUsEBdYGFDJBGspwjK3rB7FekRSGbwHVxUK,true,
3mJbqBGRSzYqYJgEgBNSBnevmWGH9nHVKJMQ6XZakSmCgvkwJHXZTSnoPz1wDLPNvcmDZBZdLAgMdf51oCaCT7Jy,true,true
2RSCGqze37LTCLVi8gKjpkeXijHRpn4EAroA94mMyHUT1aWiByFMcXWEn31b3fPTUp9q2Mf8JT4bJAL4xXw3TL7E,true,
2GqwcB8zDX3766WQKmPkPmVoX5jTyJhF27rFiGxD2xQFSxQpqtV3mV2MWLHDJXmvKX7Qacve5pawjrB2UuqXEm7F,true,true
53KJqtaLj8uMmskBEarWmhTKLPoRCcM7kBk6F4zJGt3CECTnjTZqsjWJ5LmjNV9zk4RFAyqZvfhvoPHj3yLAf2C8,true,
2iudd8REMmdqjhFDtG4fHxhDMGXHamhF79EsYmWdWsyReAUPEoDRKx48gzDrxE4Si9xivKQjgHtyh6M7sk5kJppk,true,true
2qRtXzCZSHiYpn3dMCwsHCiBFGtSBukPeL2rZNsZU3U8VJdWMyziDbaqKP3UTYzMcAFnWLQSZKeGB4enwXfvv3br,true,true
3bnhwyVtR2S2ZKZsJC3ZbTWihGdm3DKocBDJuo7v1k4y7o3K297uAt5V2jKrgXbCTbeX1AF96Afw593SzVWDWVmt,true,
2VrisQc3Y3GvLnma4FoZ5JWyCMYqxfWQyjDQBuYySbHqPGkdtD2yqPxomiqDtVYu2yegQ1PxoHv8C9wrkXwkhPnK,true,
41xWyEwpoArDWwLYgK39aFRJ8BK8RFxV5pjc8GguhCgwaQPtntQkKDAKQMeGK1gaDNySDz2XfqVQYQdtnHhaAUw,true,true
ufHfyJDLM8Hn6w5xXnWzGkyvcLzNVjfrThTG7LVeZQaCH9Wda2gF5Ynb2BkNotYniTykV6eEAULLGRqesBysxtt,true,true
3j6yXRSJmHgPydKJqXtjrSnJMbERFDFsohzqeCoKL27b5shXGA7RG73pQ3YaREEq5pxBbizQ2uKrMZxQha2r2aKs,true,true
aqGig5EPhfDnJygrYktznoQDqnY9RfokpwzvNWrap9amWnz6zdBpV8a7vQwC1wNAvRwoeCr8qhffHvKptU75DUL,true,true
5mpNmPMPEub8Tv8aCEYErcQJH3TRX76CqLHcTPP1PE5F9pmF49B8tEKmnNYTSfjfxARPgw2qWF12cJMQ1sX1Rtps,true,
4R5SX9sM8QbbMTyoRaGRcqa8csLjzxAjPw2GWMz3EcsuPasZUtEttTK7rzXDFGpL2dNY4mJ1EnmQ6oJhvFjXVRhN,true,
4xb2FhacMcii7VXHfrvk8csDf5iQu6p4PyqYRR5vcpMvY7pmBojkmdL4APWoSUFGocz1BboG6TFSejt5NWhN3G3M,true,
2rPwmXJkVUR3HVMstBbC517fRP3d8ahzYgM2ytmv5FL4WXCNEdC3WkZMBN4fh4ZBmSnd8Wp3h1bDwNMqnX3iXctF,true,
5MFC7THifi4SnGovceSq2Ck3Z8H7NJvUGsG4LpZbsitKukqaNwGZsycC6So9J1VGHhyTA2gFtRJKuz8ajkwdVU1P,true,
4kH5pgP5y7cnzPj4Rf7xaexdn6o1oFWPgeQdw2x9o5Hz7UDCz1f2Fph59i8co3ugKuSpYqoq6Hq5WvkEjFLT7dmH,true,true
